Date,Region,City,Customer Type,Channel,Product,Category,Sales Rep,Unit Price,Quantity,Cost Price,COGS,Revenue,Profit
45742,West,Port Harcourt,Corporate,Store,Printer P50,Electronics,David,150000,7,120000,840000,1050000,210000
45772,East,Port Harcourt,Corporate,Online,Printer P50,Electronics,Aisha,150000,4,120000,480000,600000,120000
45705,North,Kano,Corporate,Online,Desktop PC D21,Electronics,Musa,300000,6,240000,1440000,1800000,360000
45701,North,Port Harcourt,Retail,Store,Sofa Classic,Furniture,Musa,320000,4,256000,1024000,1280000,256000
45706,South,Lagos,Corporate,Online,Blender B10,Home Appliances,David,30000,4,24000,96000,120000,24000
45686,East,Kano,Corporate,Online,Printer P50,Electronics,Grace,150000,8,120000,960000,1200000,240000
45659,South,Lagos,Retail,Store,Smartphone Z10,Electronics,Aisha,250000,8,200000,1600000,2000000,400000
45733,North,Lagos,Corporate,Online,Blender B10,Home Appliances,Grace,30000,4,24000,96000,120000,24000
45686,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Aisha,420000,2,336000,672000,840000,168000
45747,South,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Aisha,30000,6,24000,144000,180000,36000
45741,North,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,Peter,220000,2,176000,352000,440000,88000
45690,South,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,Peter,300000,4,240000,960000,1200000,240000
45764,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,8,336000,2688000,3360000,672000
45719,East,Port Harcourt,Retail,Online,Sofa Classic,Furniture,Peter,320000,4,256000,1024000,1280000,256000
45698,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,David,250000,8,200000,1600000,2000000,400000
45709,East,Lagos,Retail,Store,Sofa Classic,Furniture,Grace,320000,7,256000,1792000,2240000,448000
45714,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,David,300000,6,240000,1440000,1800000,360000
45685,North,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,4,144000,576000,720000,144000
45664,West,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Peter,250000,6,200000,1200000,1500000,300000
45697,West,Kano,Corporate,Online,Smartphone Z10,Electronics,Peter,250000,7,200000,1400000,1750000,350000
45723,East,Lagos,Retail,Store,Laptop A13,Electronics,Chidinma,420000,2,336000,672000,840000,168000
45756,South,Lagos,Corporate,Online,Printer P50,Electronics,David,150000,2,120000,240000,300000,60000
45747,North,Lagos,Retail,Online,Refrigerator R55,Home Appliances,Grace,220000,8,176000,1408000,1760000,352000
45702,East,Port Harcourt,Retail,Store,Printer P50,Electronics,Musa,150000,2,120000,240000,300000,60000
45738,East,Lagos,Corporate,Online,Blender B10,Home Appliances,Peter,30000,1,24000,24000,30000,6000
45772,East,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,5,144000,720000,900000,180000
45773,West,Kano,Corporate,Store,Printer P50,Electronics,Aisha,150000,9,120000,1080000,1350000,270000
45714,South,Lagos,Corporate,Store,Printer P50,Electronics,Aisha,150000,5,120000,600000,750000,150000
45749,South,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,Grace,220000,4,176000,704000,880000,176000
45686,West,Kano,Retail,Online,Sofa Classic,Furniture,Chidinma,320000,4,256000,1024000,1280000,256000
45721,West,Abuja,Corporate,Store,Sofa Classic,Furniture,Chidinma,320000,8,256000,2048000,2560000,512000
45770,North,Abuja,Retail,Online,Microwave M20,Home Appliances,Chidinma,60000,9,48000,432000,540000,108000
45721,East,Lagos,Retail,Store,Desktop PC D21,Electronics,Chidinma,300000,10,240000,2400000,3000000,600000
45738,North,Lagos,Corporate,Online,Printer P50,Electronics,Peter,150000,6,120000,720000,900000,180000
45778,South,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,Aisha,180000,8,144000,1152000,1440000,288000
45716,East,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,Grace,60000,7,48000,336000,420000,84000
45717,East,Lagos,Retail,Store,Printer P50,Electronics,Chidinma,150000,9,120000,1080000,1350000,270000
45755,East,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,Peter,180000,4,144000,576000,720000,144000
45663,West,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,Aisha,180000,1,144000,144000,180000,36000
45754,West,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,Aisha,60000,6,48000,288000,360000,72000
45700,East,Kano,Corporate,Store,Sofa Classic,Furniture,Peter,320000,8,256000,2048000,2560000,512000
45659,East,Kano,Retail,Online,Air Conditioner X2,Home Appliances,Aisha,180000,6,144000,864000,1080000,216000
45713,South,Lagos,Corporate,Online,Microwave M20,Home Appliances,David,60000,8,48000,384000,480000,96000
45760,East,Lagos,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,3,336000,1008000,1260000,252000
45687,South,Kano,Corporate,Online,Refrigerator R55,Home Appliances,David,220000,5,176000,880000,1100000,220000
45744,West,Abuja,Retail,Online,Microwave M20,Home Appliances,Chidinma,60000,6,48000,288000,360000,72000
45750,West,Abuja,Retail,Store,Microwave M20,Home Appliances,Grace,60000,8,48000,384000,480000,96000
45658,West,Lagos,Corporate,Online,Blender B10,Home Appliances,Chidinma,30000,2,24000,48000,60000,12000
45717,East,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Peter,300000,3,240000,720000,900000,180000
45674,North,Lagos,Corporate,Store,Smartphone Z10,Electronics,David,250000,3,200000,600000,750000,150000
45768,North,Lagos,Corporate,Store,Laptop A13,Electronics,David,420000,1,336000,336000,420000,84000
45753,South,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Peter,30000,1,24000,24000,30000,6000
45664,South,Kano,Retail,Online,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45748,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,10,200000,2000000,2500000,500000
45768,North,Kano,Corporate,Store,Printer P50,Electronics,David,150000,10,120000,1200000,1500000,300000
45739,East,Abuja,Retail,Store,Smartphone Z10,Electronics,Chidinma,250000,8,200000,1600000,2000000,400000
45773,North,Kano,Retail,Store,Smartphone Z10,Electronics,Grace,250000,9,200000,1800000,2250000,450000
45762,North,Abuja,Retail,Store,Laptop A13,Electronics,Musa,420000,10,336000,3360000,4200000,840000
45712,West,Lagos,Corporate,Online,Office Chair Pro,Furniture,David,85000,4,68000,272000,340000,68000
45687,East,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,1,144000,144000,180000,36000
45662,South,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,Peter,180000,9,144000,1296000,1620000,324000
45710,East,Kano,Corporate,Store,Printer P50,Electronics,Musa,150000,10,120000,1200000,1500000,300000
45748,East,Abuja,Corporate,Store,Desktop PC D21,Electronics,Musa,300000,1,240000,240000,300000,60000
45750,South,Abuja,Retail,Online,Printer P50,Electronics,Chidinma,150000,8,120000,960000,1200000,240000
45740,West,Abuja,Retail,Store,Printer P50,Electronics,Peter,150000,3,120000,360000,450000,90000
45737,North,Abuja,Retail,Store,Sofa Classic,Furniture,Chidinma,320000,3,256000,768000,960000,192000
45763,South,Kano,Retail,Online,Air Conditioner X2,Home Appliances,Chidinma,180000,8,144000,1152000,1440000,288000
45689,South,Kano,Retail,Store,Air Conditioner X2,Home Appliances,David,180000,1,144000,144000,180000,36000
45703,West,Lagos,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,7,48000,336000,420000,84000
45751,East,Kano,Corporate,Store,Sofa Classic,Furniture,David,320000,7,256000,1792000,2240000,448000
45769,South,Lagos,Corporate,Online,Office Chair Pro,Furniture,David,85000,9,68000,612000,765000,153000
45775,West,Lagos,Retail,Online,Sofa Classic,Furniture,Aisha,320000,3,256000,768000,960000,192000
45658,South,Abuja,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,4,176000,704000,880000,176000
45708,East,Kano,Corporate,Online,Sofa Classic,Furniture,Peter,320000,7,256000,1792000,2240000,448000
45769,East,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Musa,250000,1,200000,200000,250000,50000
45677,East,Kano,Retail,Store,Blender B10,Home Appliances,Musa,30000,5,24000,120000,150000,30000
45726,South,Kano,Corporate,Online,Refrigerator R55,Home Appliances,David,220000,5,176000,880000,1100000,220000
45734,North,Kano,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,4,200000,800000,1000000,200000
45665,North,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,4,144000,576000,720000,144000
45767,South,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,David,60000,10,48000,480000,600000,120000
45693,East,Kano,Retail,Online,Sofa Classic,Furniture,Chidinma,320000,10,256000,2560000,3200000,640000
45678,East,Kano,Retail,Store,Printer P50,Electronics,Musa,150000,4,120000,480000,600000,120000
45703,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,Chidinma,320000,4,256000,1024000,1280000,256000
45704,South,Lagos,Corporate,Online,Desktop PC D21,Electronics,Aisha,300000,7,240000,1680000,2100000,420000
45708,North,Port Harcourt,Corporate,Store,Printer P50,Electronics,Chidinma,150000,10,120000,1200000,1500000,300000
45740,South,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,Chidinma,220000,9,176000,1584000,1980000,396000
45701,West,Abuja,Corporate,Store,Office Chair Pro,Furniture,Musa,85000,4,68000,272000,340000,68000
45672,South,Kano,Corporate,Online,Sofa Classic,Furniture,Grace,320000,1,256000,256000,320000,64000
45677,East,Abuja,Corporate,Store,Laptop A13,Electronics,Peter,420000,1,336000,336000,420000,84000
45776,South,Kano,Corporate,Store,Laptop A13,Electronics,David,420000,6,336000,2016000,2520000,504000
45689,North,Lagos,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45684,East,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Chidinma,220000,7,176000,1232000,1540000,308000
45751,South,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,Peter,320000,9,256000,2304000,2880000,576000
45696,West,Abuja,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,2,240000,480000,600000,120000
45773,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,4,200000,800000,1000000,200000
45701,North,Lagos,Retail,Online,Blender B10,Home Appliances,Aisha,30000,4,24000,96000,120000,24000
45690,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,4,176000,704000,880000,176000
45724,North,Abuja,Retail,Store,Desktop PC D21,Electronics,Aisha,300000,2,240000,480000,600000,120000
45735,South,Lagos,Retail,Online,Sofa Classic,Furniture,David,320000,7,256000,1792000,2240000,448000
45745,East,Abuja,Corporate,Online,Microwave M20,Home Appliances,Musa,60000,5,48000,240000,300000,60000
45697,South,Kano,Retail,Online,Office Chair Pro,Furniture,Peter,85000,7,68000,476000,595000,119000
45735,West,Lagos,Retail,Store,Desktop PC D21,Electronics,Grace,300000,6,240000,1440000,1800000,360000
45744,East,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,5,144000,720000,900000,180000
45749,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,1,240000,240000,300000,60000
45742,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,David,60000,7,48000,336000,420000,84000
45662,South,Kano,Retail,Online,Blender B10,Home Appliances,Musa,30000,8,24000,192000,240000,48000
45748,West,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,Peter,220000,3,176000,528000,660000,132000
45753,South,Lagos,Corporate,Online,Refrigerator R55,Home Appliances,Peter,220000,7,176000,1232000,1540000,308000
45720,North,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,David,180000,2,144000,288000,360000,72000
45725,West,Kano,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45658,North,Lagos,Retail,Online,Blender B10,Home Appliances,Peter,30000,2,24000,48000,60000,12000
45683,North,Lagos,Corporate,Online,Printer P50,Electronics,Peter,150000,5,120000,600000,750000,150000
45736,West,Lagos,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,5,200000,1000000,1250000,250000
45715,South,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,David,85000,4,68000,272000,340000,68000
45726,West,Kano,Retail,Store,Desktop PC D21,Electronics,David,300000,10,240000,2400000,3000000,600000
45727,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Grace,250000,8,200000,1600000,2000000,400000
45769,West,Lagos,Retail,Store,Sofa Classic,Furniture,Grace,320000,4,256000,1024000,1280000,256000
45748,North,Lagos,Corporate,Store,Blender B10,Home Appliances,Musa,30000,10,24000,240000,300000,60000
45763,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,4,200000,800000,1000000,200000
45680,East,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,Musa,320000,5,256000,1280000,1600000,320000
45733,East,Lagos,Retail,Store,Sofa Classic,Furniture,Grace,320000,9,256000,2304000,2880000,576000
45723,East,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,Aisha,180000,1,144000,144000,180000,36000
45765,South,Port Harcourt,Retail,Online,Blender B10,Home Appliances,Musa,30000,7,24000,168000,210000,42000
45776,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Peter,220000,5,176000,880000,1100000,220000
45714,North,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,Grace,180000,4,144000,576000,720000,144000
45729,South,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,2,144000,288000,360000,72000
45700,West,Kano,Corporate,Online,Refrigerator R55,Home Appliances,Aisha,220000,2,176000,352000,440000,88000
45750,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,Aisha,60000,10,48000,480000,600000,120000
45707,North,Port Harcourt,Retail,Store,Blender B10,Home Appliances,Grace,30000,2,24000,48000,60000,12000
45668,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,David,300000,3,240000,720000,900000,180000
45729,South,Kano,Retail,Store,Blender B10,Home Appliances,Chidinma,30000,8,24000,192000,240000,48000
45719,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,Chidinma,300000,7,240000,1680000,2100000,420000
45752,East,Port Harcourt,Retail,Online,Blender B10,Home Appliances,Peter,30000,2,24000,48000,60000,12000
45723,East,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Musa,220000,8,176000,1408000,1760000,352000
45767,West,Kano,Retail,Online,Microwave M20,Home Appliances,Chidinma,60000,1,48000,48000,60000,12000
45717,South,Kano,Corporate,Online,Office Chair Pro,Furniture,Aisha,85000,9,68000,612000,765000,153000
45714,East,Lagos,Retail,Store,Office Chair Pro,Furniture,Peter,85000,4,68000,272000,340000,68000
45688,East,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,6,144000,864000,1080000,216000
45746,West,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,2,144000,288000,360000,72000
45664,North,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,Musa,60000,8,48000,384000,480000,96000
45658,North,Abuja,Retail,Online,Sofa Classic,Furniture,Peter,320000,4,256000,1024000,1280000,256000
45749,East,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,David,180000,3,144000,432000,540000,108000
45736,East,Port Harcourt,Retail,Store,Printer P50,Electronics,Musa,150000,9,120000,1080000,1350000,270000
45764,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,Chidinma,85000,4,68000,272000,340000,68000
45750,South,Kano,Retail,Online,Refrigerator R55,Home Appliances,Chidinma,220000,4,176000,704000,880000,176000
45706,North,Port Harcourt,Retail,Online,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45668,South,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,Chidinma,85000,4,68000,272000,340000,68000
45692,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,Musa,300000,2,240000,480000,600000,120000
45738,West,Kano,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,2,68000,136000,170000,34000
45772,West,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,5,336000,1680000,2100000,420000
45754,South,Kano,Corporate,Online,Desktop PC D21,Electronics,David,300000,8,240000,1920000,2400000,480000
45750,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,Chidinma,60000,1,48000,48000,60000,12000
45715,West,Kano,Retail,Online,Smartphone Z10,Electronics,Chidinma,250000,8,200000,1600000,2000000,400000
45761,West,Lagos,Corporate,Online,Desktop PC D21,Electronics,Chidinma,300000,4,240000,960000,1200000,240000
45689,East,Kano,Corporate,Online,Desktop PC D21,Electronics,Aisha,300000,10,240000,2400000,3000000,600000
45664,South,Lagos,Retail,Online,Desktop PC D21,Electronics,Grace,300000,2,240000,480000,600000,120000
45716,West,Abuja,Retail,Store,Office Chair Pro,Furniture,Peter,85000,2,68000,136000,170000,34000
45753,North,Lagos,Retail,Online,Sofa Classic,Furniture,Musa,320000,3,256000,768000,960000,192000
45712,West,Kano,Retail,Store,Printer P50,Electronics,Chidinma,150000,4,120000,480000,600000,120000
45675,West,Kano,Corporate,Store,Microwave M20,Home Appliances,Musa,60000,8,48000,384000,480000,96000
45746,North,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,Chidinma,85000,2,68000,136000,170000,34000
45776,North,Lagos,Corporate,Store,Desktop PC D21,Electronics,David,300000,8,240000,1920000,2400000,480000
45775,North,Port Harcourt,Retail,Online,Sofa Classic,Furniture,Aisha,320000,5,256000,1280000,1600000,320000
45664,West,Lagos,Corporate,Store,Blender B10,Home Appliances,David,30000,3,24000,72000,90000,18000
45778,South,Port Harcourt,Retail,Store,Blender B10,Home Appliances,David,30000,1,24000,24000,30000,6000
45729,South,Abuja,Corporate,Store,Printer P50,Electronics,David,150000,3,120000,360000,450000,90000
45751,South,Kano,Retail,Online,Blender B10,Home Appliances,Peter,30000,5,24000,120000,150000,30000
45694,North,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,David,180000,4,144000,576000,720000,144000
45661,South,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,Grace,180000,3,144000,432000,540000,108000
45699,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,Chidinma,300000,8,240000,1920000,2400000,480000
45714,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,David,85000,8,68000,544000,680000,136000
45706,North,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,1,144000,144000,180000,36000
45757,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,David,420000,6,336000,2016000,2520000,504000
45764,West,Abuja,Retail,Store,Laptop A13,Electronics,Aisha,420000,4,336000,1344000,1680000,336000
45735,East,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,David,180000,3,144000,432000,540000,108000
45731,South,Lagos,Retail,Online,Microwave M20,Home Appliances,David,60000,3,48000,144000,180000,36000
45674,East,Abuja,Retail,Store,Printer P50,Electronics,Musa,150000,1,120000,120000,150000,30000
45686,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,David,420000,4,336000,1344000,1680000,336000
45760,North,Lagos,Corporate,Online,Smartphone Z10,Electronics,Musa,250000,6,200000,1200000,1500000,300000
45720,South,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,Peter,320000,1,256000,256000,320000,64000
45680,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Grace,220000,10,176000,1760000,2200000,440000
45762,North,Lagos,Retail,Online,Refrigerator R55,Home Appliances,David,220000,5,176000,880000,1100000,220000
45666,South,Kano,Corporate,Store,Refrigerator R55,Home Appliances,Grace,220000,8,176000,1408000,1760000,352000
45741,East,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,Musa,220000,9,176000,1584000,1980000,396000
45722,North,Kano,Corporate,Online,Desktop PC D21,Electronics,Grace,300000,7,240000,1680000,2100000,420000
45723,West,Abuja,Retail,Online,Laptop A13,Electronics,Musa,420000,1,336000,336000,420000,84000
45692,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,Musa,180000,6,144000,864000,1080000,216000
45753,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,Musa,250000,3,200000,600000,750000,150000
45761,North,Abuja,Retail,Online,Sofa Classic,Furniture,Chidinma,320000,2,256000,512000,640000,128000
45773,East,Lagos,Corporate,Online,Microwave M20,Home Appliances,David,60000,3,48000,144000,180000,36000
45750,South,Abuja,Corporate,Store,Blender B10,Home Appliances,David,30000,9,24000,216000,270000,54000
45694,East,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,David,180000,6,144000,864000,1080000,216000
45753,South,Kano,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45683,South,Kano,Corporate,Online,Microwave M20,Home Appliances,Grace,60000,8,48000,384000,480000,96000
45763,South,Kano,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,3,200000,600000,750000,150000
45686,North,Kano,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,6,68000,408000,510000,102000
45672,East,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,Musa,220000,9,176000,1584000,1980000,396000
45660,North,Abuja,Corporate,Store,Smartphone Z10,Electronics,Musa,250000,4,200000,800000,1000000,200000
45733,South,Kano,Corporate,Store,Smartphone Z10,Electronics,Chidinma,250000,3,200000,600000,750000,150000
45681,South,Abuja,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,10,24000,240000,300000,60000
45778,North,Kano,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,4,240000,960000,1200000,240000
45763,South,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,Peter,320000,2,256000,512000,640000,128000
45663,South,Abuja,Corporate,Store,Laptop A13,Electronics,Grace,420000,8,336000,2688000,3360000,672000
45712,South,Abuja,Corporate,Store,Blender B10,Home Appliances,David,30000,2,24000,48000,60000,12000
45691,North,Abuja,Corporate,Store,Printer P50,Electronics,Chidinma,150000,3,120000,360000,450000,90000
45720,South,Lagos,Corporate,Store,Refrigerator R55,Home Appliances,David,220000,6,176000,1056000,1320000,264000
45753,West,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,Peter,60000,7,48000,336000,420000,84000
45690,South,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,Peter,85000,7,68000,476000,595000,119000
45671,West,Lagos,Retail,Online,Laptop A13,Electronics,Chidinma,420000,6,336000,2016000,2520000,504000
45762,West,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Musa,300000,3,240000,720000,900000,180000
45682,North,Abuja,Retail,Online,Refrigerator R55,Home Appliances,Chidinma,220000,10,176000,1760000,2200000,440000
45715,North,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,Peter,85000,4,68000,272000,340000,68000
45726,North,Lagos,Retail,Store,Sofa Classic,Furniture,Grace,320000,4,256000,1024000,1280000,256000
45684,South,Abuja,Retail,Store,Printer P50,Electronics,Grace,150000,6,120000,720000,900000,180000
45684,West,Lagos,Retail,Store,Sofa Classic,Furniture,Grace,320000,2,256000,512000,640000,128000
45711,North,Kano,Retail,Online,Sofa Classic,Furniture,Grace,320000,10,256000,2560000,3200000,640000
45702,South,Lagos,Corporate,Online,Laptop A13,Electronics,Chidinma,420000,8,336000,2688000,3360000,672000
45717,North,Port Harcourt,Corporate,Online,Printer P50,Electronics,Aisha,150000,5,120000,600000,750000,150000
45760,West,Kano,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,1,68000,68000,85000,17000
45768,East,Abuja,Corporate,Store,Laptop A13,Electronics,Grace,420000,2,336000,672000,840000,168000
45680,East,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,Grace,180000,6,144000,864000,1080000,216000
45703,East,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,7,176000,1232000,1540000,308000
45774,East,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,David,220000,5,176000,880000,1100000,220000
45733,North,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Musa,300000,6,240000,1440000,1800000,360000
45771,West,Kano,Retail,Store,Smartphone Z10,Electronics,Musa,250000,4,200000,800000,1000000,200000
45753,North,Lagos,Corporate,Online,Sofa Classic,Furniture,David,320000,5,256000,1280000,1600000,320000
45741,North,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Grace,300000,10,240000,2400000,3000000,600000
45729,North,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,5,48000,240000,300000,60000
45749,North,Kano,Retail,Online,Laptop A13,Electronics,Peter,420000,8,336000,2688000,3360000,672000
45680,West,Abuja,Corporate,Online,Desktop PC D21,Electronics,David,300000,1,240000,240000,300000,60000
45729,West,Kano,Corporate,Store,Laptop A13,Electronics,Aisha,420000,2,336000,672000,840000,168000
45682,South,Lagos,Corporate,Online,Laptop A13,Electronics,Peter,420000,7,336000,2352000,2940000,588000
45688,West,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,8,144000,1152000,1440000,288000
45679,West,Kano,Retail,Online,Microwave M20,Home Appliances,Musa,60000,7,48000,336000,420000,84000
45765,East,Lagos,Corporate,Online,Laptop A13,Electronics,Musa,420000,7,336000,2352000,2940000,588000
45706,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,Grace,180000,5,144000,720000,900000,180000
45743,East,Kano,Corporate,Store,Laptop A13,Electronics,Grace,420000,9,336000,3024000,3780000,756000
45698,East,Kano,Corporate,Store,Desktop PC D21,Electronics,Peter,300000,7,240000,1680000,2100000,420000
45762,West,Abuja,Retail,Store,Printer P50,Electronics,David,150000,3,120000,360000,450000,90000
45678,West,Lagos,Retail,Store,Desktop PC D21,Electronics,Grace,300000,10,240000,2400000,3000000,600000
45707,East,Port Harcourt,Retail,Online,Laptop A13,Electronics,Grace,420000,8,336000,2688000,3360000,672000
45726,West,Kano,Corporate,Store,Refrigerator R55,Home Appliances,Musa,220000,2,176000,352000,440000,88000
45711,West,Abuja,Retail,Online,Printer P50,Electronics,Chidinma,150000,4,120000,480000,600000,120000
45686,West,Lagos,Retail,Online,Blender B10,Home Appliances,Peter,30000,8,24000,192000,240000,48000
45696,West,Kano,Corporate,Store,Laptop A13,Electronics,Aisha,420000,3,336000,1008000,1260000,252000
45678,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,4,240000,960000,1200000,240000
45736,West,Lagos,Retail,Online,Smartphone Z10,Electronics,David,250000,6,200000,1200000,1500000,300000
45771,West,Kano,Corporate,Store,Sofa Classic,Furniture,Peter,320000,6,256000,1536000,1920000,384000
45668,West,Kano,Retail,Online,Air Conditioner X2,Home Appliances,Peter,180000,5,144000,720000,900000,180000
45716,West,Port Harcourt,Retail,Online,Printer P50,Electronics,Musa,150000,1,120000,120000,150000,30000
45659,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,Grace,60000,3,48000,144000,180000,36000
45721,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,David,85000,10,68000,680000,850000,170000
45749,West,Abuja,Corporate,Store,Printer P50,Electronics,Aisha,150000,3,120000,360000,450000,90000
45694,South,Port Harcourt,Corporate,Store,Laptop A13,Electronics,Aisha,420000,9,336000,3024000,3780000,756000
45758,South,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Peter,220000,1,176000,176000,220000,44000
45695,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,David,85000,4,68000,272000,340000,68000
45750,West,Port Harcourt,Retail,Online,Laptop A13,Electronics,Aisha,420000,6,336000,2016000,2520000,504000
45752,North,Abuja,Corporate,Online,Laptop A13,Electronics,Musa,420000,6,336000,2016000,2520000,504000
